职业代码,职业名称,职业说明,职业任务
6-17-06-01,氧化铝制取工,"操作冶炼炉窑、溶出器等设备, 将含铝原料制成氧化铝的人员。","['操作破碎机、振动筛、辊压机等设备, 将铝矿石破碎和均化', '操作磨机、旋流器等设备, 将原料配制成原矿浆', '操作熟料窑等设备, 将生料浆烧制成熟料', '操作溶出磨、分级机等设备, 破碎熟料, 制取溶出浆液', '操作高压溶出器机组, 进行溶出反应, 生成铝酸钠溶液', '操作沉降槽、叶滤机等设备, 进行溶出浆液液固分离、赤泥洗涤及粗液精制', '操作脱硅机等设备, 加温加压, 进行铝酸钠溶液脱硅', '操作分解槽等设备, 从铝酸钠溶液中提取氢氧化铝', '操作蒸发器等设备, 蒸发增浓分解母液', '操作焙烧炉等设备, 焙烧氢氧化铝, 制成氧化铝', '操作分解槽、配料槽、压滤机、过滤机、溶解槽、电解槽等设备, 将氧化铝生产过程的溶液制成拟薄水铝石, 提取金属镓等附属产品', '检测氧化铝生产过程物料、产品等的理化指标', '处理故障, 维护保养设备, 记录生产数据']"
6-17-06-02,铝电解工,"操作电解槽等设备, 采用熔盐电解法, 将氧化铝冶炼成金属铝的人员。","['操作打壳、下料设备, 将氧化铝及氟化盐加入电解槽', '操作槽控机, 调整技术参数, 控制电解槽运行', '操作多功能机组、更换阳极, 使用阳极框架提升母线', '操作设备, 进行阳极或阴极炭块成形、焙烧, 组装阳极炭块、加工阴极炭块', '操作出铝包等设备, 吸出、移注、浇灌、运送电解槽内的铝液或电解质溶液', '操作混合炉、铸造机等设备, 将原铝或原铝与其他合金元素等, 进行精炼、铸造成型、打捆', '操作净化输料及脱硫设备, 净化烟气, 回收含氟物料', '使用工具、器具刨炉、清炉, 修砌电解槽、熔炼炉等炉窑内衬', '操作工具、器具测量阳极电流、电解质温度等工艺参数, 记录、分析、处理数据']"
6-17-06-03,镁冶炼工,从事镁矿石的冶炼加工并制成镁的人员。,
6-17-06-04,硅冶炼工,从事硅矿石的冶炼加工并制成硅的人员。,
6-17-06-03,镁冶炼工,"操作冶金炉窑、电解槽等设备, 采用热还原法或熔盐电解法, 将镁原料制成金属镁的人员。","['操作破碎、粉碎、选料、配料、混合等设备, 进行镁矿石、还原剂等原料破碎、粉磨、配料、混匀、输送。', '操作冶金炉窑、电解槽等设备, 进行焙烧、烘干或氯化、脱水, 将混合料制成烧结料或无水氯化镁料。', '操作冶金炉、电解槽等设备, 进行还原或电解, 将含镁的烧结料或无水氯化镁料制成粗镁。', '操作精炼、浇铸、表面处理设备, 将粗镁制成镁制品。', '使用工具、器具, 包装镁成品, 入库。', '处理故障, 维护保养设备, 记录生产数据。']"
6-17-06-04,硅冶炼工,"操作硅冶炼炉等设备, 进行硅石、炭等物料破碎、配料、熔炼, 制取工业硅的人员。","['操作破碎、配料、混合等设备, 进行硅石、炭等物料破碎、筛分、配料、混匀、输送。', '操作硅冶炼炉, 熔炼原料, 制取粗硅熔体。', '操作出炉设备, 将硅熔体放入硅包。', '操作精炼、浇铸等设备, 将硅熔体浇铸成型。', '使用工具、器具, 将工业硅装袋, 输送入库。', '操作净化设备, 进行烟气净化、收尘。', '处理故障, 维护保养设备, 记录生产数据。']"
6-17-07,稀贵金属冶炼人员,"从事稀贵金属原料处理并精炼, 提取金、银等稀贵金属的人员。",[]
6-17-07-01,钨钼冶炼工,"操作钨钼冶炼设备, 冶炼钨精矿或钼精矿, 制成钨、钼产品的人员。","['操作球磨机、搅拌槽、反应釜或高压釜, 细磨钨、钼精矿, 并将细粉溶解进酸, 浸出钨或钼元素, 制成钨酸钠、钼酸钠。']"
6-17-07-01,钨钼粉末制造工,操作钨钼粉末制造设备，进行钨、钼及合金材料的提取、加工及生产。,"['操作混合溶液;', '操作固液分离设备，抽滤或压滤溶液，去除矿渣，制取钨酸钠或钼酸钠上清液;', '操作净化设备或加入净化剂，过滤、除杂净化溶液或上清液;', '操作萃取槽或离子交换柱，处理溶液，制取高纯仲钨酸铵、钼酸铵溶液;', '操作萃取设备，在溶液中加入萃取剂，回收铼、钴等有价金属;', '操作结晶釜，过滤、烘干设备等，将仲钨酸铵、钼酸铵溶液进行加酸结晶或蒸发结晶、固液分离，制取固态粉末;', '操作煅烧炉等设备，将仲钨酸铵、钼酸铵、钨酸煅烧成氧化钨、偏钨酸铵等氧化物;', '操作焙烧炉等设备，将钼精矿焙烧脱硫并粉碎，制取氧化钼;', '操作熔炼炉等设备，加入氧化钼和辅料进行熔炼，制取钼合金;', '操作还原炉等设备，将钨或钼的氧化物还原成钨粉或钼粉;', '操作配料设备，进行钨粉、其他难熔金属混合粉配料，操作碳化炉制取碳化钨粉及复式碳化钨粉;', '维护保养设备，处理故障，记录生产数据.']"
6-17-07-02,钽铌冶炼工,操作钽铌冶炼设备，冶炼、提纯和加工含有钽铌的金属物料，生产钽、铌产品的人员。,"['操作磨机、分解槽、萃取槽等设备，进行钽铌精矿磨细、酸溶液分解、有机溶剂萃取，分离钽、铌及其他杂质;', '操作结晶、烘干、过滤、中和、煅烧等设备，从钽液、铌液中提取钽、铌化合物;', '操作钠还原炉、水洗槽、脱气炉、氢化炉、混料机等设备，用金属钠作还原剂，还原氟钽酸钾，并进行水洗、酸洗、真空高温热处理、调配等，制取钽粉;', '操作混料机、碳化炉、磨筛机、油压机、碳还原炉等设备，制取铌条、钽条，并氢化制取铌粉、钽粉;', '操作垂熔炉、电子束炉等设备，将压制成棒、条的钽、铌及合金料装入炉内精炼，进行金属提纯及致密化;', '操作挤压、轧制、拉伸系统设备，将钽、铌及其合金垂熔条、铸锭加工，制成棒、管、板、丝等产品;', '操作焙烧炉、混料机、制球机、还原炉、破碎机、磨筛机等设备，制取铌铁合金;', '操作烘干箱、混料机、直拉单晶炉、电阻炉、内圆切片机、平磨机、抛光机等设备，制取钽、铌酸锂单晶棒、片;', '处理故障，维护保养设备，记录生产数据.']"
6-17-07-03,钛冶炼工,"操作钛冶炼设备, 进行富钛原料氯化、精制、还原、蒸馏, 生产海绵钛及用海绵钛、中间合金等作为原料进行熔化, 生产圆形、矩形、异形等多种钛及钛合金铸锭的人员。","['操作破碎、计量、运输等设备, 将石油和高钛渣等制配成混合料;', '操作氯化炉等设备, 进行含钛混合料氯化、收尘、淋洗冷凝、沉降、过滤, 制取粗四氯化钛;', '操作净化设备, 净化尾气, 处理炉渣和收尘渣;', '操作精馏塔等设备, 精制粗四氯化钛;', '操作真空泵、加热炉等设备, 进行还原蒸馏器清洗、组装、检漏、渗钛;', '操作坩埚炉、真空台包、铸锭机, 进行粗镁熔剂精炼, 将熔体精镁加入还原反应器内或铸成锭;', '操作还原蒸馏炉等设备, 将精四氯化钛与镁还原生成海绵钛混合体, 进行混合体高温、真空蒸馏, 分离氯化镁及镁与钛;', '操作翻转架、油压机、破碎机、筛分机、均合器等设备, 取出海绵钛, 进行剥皮、破碎、筛分、挑选、混匀、包装、抽空充氩等;', '操作混料、压块、运输等设备, 将海绵钛和中间合金等制配成生产铸锭的混合料;', '操作真空熔炼设备, 将混合好的制备钛锭的原料熔化、结晶成铸锭;', '操作翻锭机、运输设备, 将铸锭从真空熔炼设备中取出、翻到、运输至摆放区;', '处理故障, 维护保养设备, 记录生产数据.']"
6-17-07-04,稀土冶炼工,"操作冶炼、反应釜、萃取、分离、电解等设备, 进行稀土物料提纯和去除非稀土杂质, 生产稀土产品的人员。","['操作回转窑或反应釜等设备, 将稀土原料制成易溶于水、无机酸或碱的化合物;', '操作反应釜、萃取设备、离子交换设备、煅烧炉, 分离稀土元素间的组分、提纯稀土与分离非稀土杂质, 制备稀土富集物、单一稀土化合物;', '操作反应釜、泵、过滤机、分级机、混料机、烘干炉、煅烧炉等设备, 制备稀土氧化物、氢氧化物或盐类;', '操作熔盐电解槽、真空感应炉或碳管炉、钽片炉、电弧炉等设备, 进行电解、热还原, 制备混合或单一稀土金属、稀土合金等;', '操作破碎机、挤压机等设备, 制备稀土金属或合金的箔、棒、线等材料;', '操作氟化炉等设备, 制备稀土氟化物;', '操作除尘器、除雾器、吸收塔、蒸发器等设备, 处理稀土生产焙烧等尾气, 回收利用.']"
6-17-07-05,稀土材料生产工,操作熔炼炉、煅烧炉窑、反应槽等设备，将稀土金属、稀土合金、稀土化合物转化、合成为稀土材料的人员。,"['操作搅拌磨、反应釜、泵、过滤机、分级机、混料机、烘干炉窑、煅烧炉窑等设备，制备稀土抛光粉、稀土发光材料及稀土催化材料。', '操作真空感应一速凝炉、真空感应熔炼炉、真空退火炉等设备，制备稀土储氢合金、稀土永磁合金。', '操作破碎机、研磨机、混料机等设备，制备稀土储氢材料。', '操作破碎机、压力机、氢碎炉、烧结机、热处理机、切片机、磨光机、电镀装置、光磁机、充磁机等设备，加工稀土永磁材料。', '维护保养设备，处理故障，填写生产记录。']"
6-17-07-06,贵金属冶炼工,操作冶炼设备，采用火法、湿法工艺，从含有金、银等贵金属的物料中提取和精炼贵金属的人员。,"['操作冶金炉、电解槽等设备，进行铜、铅阳极泥脱硒，制取粗硒、精硒及硒锭，并进行配料、精炼，产出银粉，熔铸银粉成锭并从电解液中制取铂钯。', '操作分解槽、电解槽等设备，将银阳极泥与硝酸配合，进行硝酸分解、电解精炼，产出、析出金，熔铸成锭。', '操作浸出罐、净化罐、中和罐等设备，进行碲渣球磨、浸出、净化、中和、电积，制取碲，熔铸成锭。', '操作浸出罐、萃取箱、电解槽等设备，浸出、萃取、电解铟锗富集渣，制取析出铟，熔铸成锭。', '操作萃取箱、水解罐等设备，进行近萃铟余液萃取、水解沉淀，煅烧成锗富集物。', '操作冶金炉、精炼锅等设备，将银冶炼过程中产生的氧化铋渣进行还原、熔炼、火法精炼，浇铸成锭，并生产氧化锑。', '操作细菌氧化槽等设备，破坏微细粒金的包裹，提高金浸出率。', '操作回收、提纯设备，进行王水溶解、赶酸、转钠盐，处理含贵金属的物料。']"
6-17-07-07,锂冶炼工,操作冶炼炉窑或反应釜、蒸发、转化、过滤等设备，进行含锂物料浸出、沉锂、转化、电解等，制成锂产品的人员。,"['操作破碎、磨、转化、酸化、配料等设备，处理锂矿石、石灰石等物料，调配成料浆。', '操作炉窑、过滤机、蒸发器、反应釜等设备，进行含氧化锂物料焙烧、酸化、浸出和沉锂，制成碳酸锂。', '操作蒸发等设备，蒸发浓缩含锂盐湖卤水。', '操作分离、蒸发等设备，分离、浓缩镁、锂、氯化锂。', '操作反应釜、蒸发器、分离机等设备，将碳酸锂转化成其他锂化合物。', '操作熔料炉、电解槽、熔铸炉，将锂盐熔融后电解成粗锂，精炼制取金属锂。', '操作转化等设备，将氯化锂转化为碳酸锂并增浓。', '操作烘干机、包装设备，烘干物料，包装锂产品。', '处理故障，维护保养设备，记录生产数据。']"
